;São Paulo;SP;3624;João Antônio;joao@gmail.com;1019;70-3;09/07/2022
;São Paulo;SP;3788;Lucas Mathias;lucas@gmail.com;1023;600-3;10/07/2022
;São Paulo;SP;3458;Eduardo Fernandes;eduardo@gmail.com;1013;3500-3;18/01/2023
;São Paulo;SP;3788;Lucas Mathias;lucas@gmail.com;1024;1200-2;16/07/2022
;São Paulo;SP;3624;João Antônio;joao@gmail.com;1025;380-3;24/07/2022
;São Paulo;SP;3624;João Antônio;joao@gmail.com;1026;1500-2;24/07/2022
;São Paulo;SP;3788;Lucas Mathias;lucas@gmail.com;1028;310-3;24/07/2022
;São Paulo;SP;3458;Eduardo Fernandes;eduardo@gmail.com;1021;80-3;08/10/2023
;São Paulo;SP;3624;João Antônio;joao@gmail.com;1026;1500-2;25/07/2022
;São Paulo;SP;3624;João Antônio;joao@gmail.com;1018;240-2;10/08/2022
;São Paulo;SP;3458;Eduardo Fernandes;eduardo@gmail.com;1026;1500-1;02/05/2023
;São Paulo;SP;3788;Lucas Mathias;lucas@gmail.com;1012;1000-3;13/08/2022
;São Paulo;SP;3458;Eduardo Fernandes;eduardo@gmail.com;1027;2800-1;02/07/2022
;São Paulo;SP;3458;Eduardo Fernandes;eduardo@gmail.com;1019;70-2;14/08/2022
;São Paulo;SP;3458;Eduardo Fernandes;eduardo@gmail.com;1019;70-3;25/12/2022
;São Paulo;SP;3788;Lucas Mathias;lucas@gmail.com;1015;3000-2;13/08/2022
;São Paulo;SP;3458;Eduardo Fernandes;eduardo@gmail.com;1016;300-2;29/09/2022
;São Paulo;SP;3458;Eduardo Fernandes;eduardo@gmail.com;1026;1500-1;27/07/2022
;São Paulo;SP;3788;Lucas Mathias;lucas@gmail.com;1027;2800-3;13/08/2022
;São Paulo;SP;3624;João Antônio;joao@gmail.com;1019;70-1;16/08/2022
;São Paulo;SP;3788;Lucas Mathias;lucas@gmail.com;1025;380-3;19/08/2022
;São Paulo;SP;3788;Lucas Mathias;lucas@gmail.com;1016;300-2;20/08/2022
;São Paulo;SP;3624;João Antônio;joao@gmail.com;1023;600-3;21/08/2022
;São Paulo;SP;3458;Eduardo Fernandes;eduardo@gmail.com;1028;310-1;09/07/2023
;São Paulo;SP;3788;Lucas Mathias;lucas@gmail.com;1026;1500-1;23/08/2022
;São Paulo;SP;3624;João Antônio;joao@gmail.com;1022;180-1;25/08/2022
;São Paulo;SP;3624;João Antônio;joao@gmail.com;1017;200-2;26/08/2022
;São Paulo;SP;3624;João Antônio;joao@gmail.com;1014;2400-1;01/09/2022
;São Paulo;SP;3624;João Antônio;joao@gmail.com;1011;1500-2;02/09/2022
;São Paulo;SP;3788;Lucas Mathias;lucas@gmail.com;1011;1500-3;07/09/2022
;São Paulo;SP;3458;Eduardo Fernandes;eduardo@gmail.com;1013;3500-1;19/06/2022
;São Paulo;SP;3624;João Antônio;joao@gmail.com;1011;1500-3;08/09/2022
;São Paulo;SP;3624;João Antônio;joao@gmail.com;1025;380-3;13/09/2022
;São Paulo;SP;3624;João Antônio;joao@gmail.com;1020;250-3;16/09/2022
;São Paulo;SP;3624;João Antônio;joao@gmail.com;1024;1200-3;16/09/2022
;São Paulo;SP;3458;Eduardo Fernandes;eduardo@gmail.com;1024;1200-1;25/03/2022
;São Paulo;SP;3458;Eduardo Fernandes;eduardo@gmail.com;1020;250-2;30/04/2022
;São Paulo;SP;3624;João Antônio;joao@gmail.com;1019;70-3;20/09/2022
;São Paulo;SP;3788;Lucas Mathias;lucas@gmail.com;1025;380-3;20/09/2022
;São Paulo;SP;3624;João Antônio;joao@gmail.com;1024;1200-2;24/09/2022
;São Paulo;SP;3788;Lucas Mathias;lucas@gmail.com;1025;380-2;28/09/2022
;São Paulo;SP;3788;Lucas Mathias;lucas@gmail.com;1011;1500-2;01/10/2022
;São Paulo;SP;3458;Eduardo Fernandes;eduardo@gmail.com;1016;300-1;27/10/2022
;São Paulo;SP;3458;Eduardo Fernandes;eduardo@gmail.com;1017;200-2;28/04/2022
;São Paulo;SP;3458;Eduardo Fernandes;eduardo@gmail.com;1028;310-1;10/12/2023
;São Paulo;SP;3624;João Antônio;joao@gmail.com;1016;300-1;05/10/2022
;São Paulo;SP;3458;Eduardo Fernandes;eduardo@gmail.com;1023;600-3;31/08/2022
;São Paulo;SP;3624;João Antônio;joao@gmail.com;1018;240-1;05/10/2022
;São Paulo;SP;3458;Eduardo Fernandes;eduardo@gmail.com;1011;1500-1;01/06/2023
;São Paulo;SP;3458;Eduardo Fernandes;eduardo@gmail.com;1030;600-2;15/10/2022
;São Paulo;SP;3624;João Antônio;joao@gmail.com;1016;300-1;10/10/2022
;São Paulo;SP;3788;Lucas Mathias;lucas@gmail.com;1022;180-1;14/10/2022
;São Paulo;SP;3788;Lucas Mathias;lucas@gmail.com;1011;1500-1;16/10/2022
;São Paulo;SP;3788;Lucas Mathias;lucas@gmail.com;1025;380-2;20/10/2022
;São Paulo;SP;3624;João Antônio;joao@gmail.com;1024;1200-1;23/10/2022
;São Paulo;SP;3788;Lucas Mathias;lucas@gmail.com;1018;240-3;27/10/2022
;São Paulo;SP;3624;João Antônio;joao@gmail.com;1027;2800-2;28/10/2022
;São Paulo;SP;3624;João Antônio;joao@gmail.com;1012;1000-3;31/10/2022
;São Paulo;SP;3458;Eduardo Fernandes;eduardo@gmail.com;1018;240-3;17/04/2023
;São Paulo;SP;3788;Lucas Mathias;lucas@gmail.com;1017;200-3;03/11/2022
;São Paulo;SP;3788;Lucas Mathias;lucas@gmail.com;1026;1500-3;04/11/2022
;São Paulo;SP;3624;João Antônio;joao@gmail.com;1021;80-2;08/11/2022
;São Paulo;SP;3788;Lucas Mathias;lucas@gmail.com;1027;2800-2;09/11/2022
;São Paulo;SP;3624;João Antônio;joao@gmail.com;1028;310-3;11/11/2022
;São Paulo;SP;3788;Lucas Mathias;lucas@gmail.com;1028;310-1;14/11/2022
;São Paulo;SP;3624;João Antônio;joao@gmail.com;1012;1000-1;18/11/2022
;São Paulo;SP;3788;Lucas Mathias;lucas@gmail.com;1017;200-3;20/11/2022
;São Paulo;SP;3458;Eduardo Fernandes;eduardo@gmail.com;1018;240-1;06/08/2023
;São Paulo;SP;3624;João Antônio;joao@gmail.com;1021;80-2;21/11/2022
;São Paulo;SP;3788;Lucas Mathias;lucas@gmail.com;1011;1500-2;27/11/2022
;São Paulo;SP;3788;Lucas Mathias;lucas@gmail.com;1029;1900-1;30/11/2022
;São Paulo;SP;3788;Lucas Mathias;lucas@gmail.com;1026;1500-2;07/12/2022
;São Paulo;SP;3458;Eduardo Fernandes;eduardo@gmail.com;1014;2400-1;23/08/2023
;São Paulo;SP;3788;Lucas Mathias;lucas@gmail.com;1026;1500-3;09/12/2022
;São Paulo;SP;3788;Lucas Mathias;lucas@gmail.com;1026;1500-1;14/12/2022
;São Paulo;SP;3458;Eduardo Fernandes;eduardo@gmail.com;1025;380-2;22/09/2022
;São Paulo;SP;3458;Eduardo Fernandes;eduardo@gmail.com;1012;1000-2;18/03/2022
;São Paulo;SP;3624;João Antônio;joao@gmail.com;1028;310-2;14/12/2022
;São Paulo;SP;3458;Eduardo Fernandes;eduardo@gmail.com;1011;1500-3;01/04/2023
;São Paulo;SP;3788;Lucas Mathias;lucas@gmail.com;1011;1500-3;15/12/2022
;São Paulo;SP;3624;João Antônio;joao@gmail.com;1023;600-3;15/12/2022
;São Paulo;SP;3788;Lucas Mathias;lucas@gmail.com;1017;200-1;18/12/2022
;São Paulo;SP;3458;Eduardo Fernandes;eduardo@gmail.com;1027;2800-2;31/03/2023
;São Paulo;SP;3624;João Antônio;joao@gmail.com;1024;1200-1;20/12/2022
;São Paulo;SP;3458;Eduardo Fernandes;eduardo@gmail.com;1028;310-1;29/03/2023
;São Paulo;SP;3458;Eduardo Fernandes;eduardo@gmail.com;1016;300-1;01/05/2022
;São Paulo;SP;3788;Lucas Mathias;lucas@gmail.com;1025;380-3;24/12/2022
;São Paulo;SP;3624;João Antônio;joao@gmail.com;1022;180-1;27/12/2022
;São Paulo;SP;3788;Lucas Mathias;lucas@gmail.com;1028;310-2;28/12/2022
;São Paulo;SP;3788;Lucas Mathias;lucas@gmail.com;1013;3500-1;29/12/2022
;São Paulo;SP;3788;Lucas Mathias;lucas@gmail.com;1021;80-2;04/01/2023
;São Paulo;SP;3458;Eduardo Fernandes;eduardo@gmail.com;1016;300-3;09/05/2023
;São Paulo;SP;3458;Eduardo Fernandes;eduardo@gmail.com;1024;1200-1;03/08/2022
;São Paulo;SP;3458;Eduardo Fernandes;eduardo@gmail.com;1027;2800-3;05/12/2022
;São Paulo;SP;3624;João Antônio;joao@gmail.com;1024;1200-2;09/01/2023
;São Paulo;SP;3458;Eduardo Fernandes;eduardo@gmail.com;1021;80-2;10/03/2023
;São Paulo;SP;3788;Lucas Mathias;lucas@gmail.com;1025;380-3;12/01/2023
;São Paulo;SP;3624;João Antônio;joao@gmail.com;1022;180-2;19/01/2023
;São Paulo;SP;3458;Eduardo Fernandes;eduardo@gmail.com;1025;380-3;18/05/2022
;São Paulo;SP;3458;Eduardo Fernandes;eduardo@gmail.com;1011;1500-1;30/05/2022
;São Paulo;SP;3788;Lucas Mathias;lucas@gmail.com;1016;300-1;26/01/2023
;São Paulo;SP;3624;João Antônio;joao@gmail.com;1019;70-3;01/02/2023
;São Paulo;SP;3458;Eduardo Fernandes;eduardo@gmail.com;1028;310-3;12/10/2022
;São Paulo;SP;3788;Lucas Mathias;lucas@gmail.com;1026;1500-1;03/02/2023
;São Paulo;SP;3624;João Antônio;joao@gmail.com;1020;250-3;05/02/2023
;São Paulo;SP;3788;Lucas Mathias;lucas@gmail.com;1012;1000-1;07/02/2023
;São Paulo;SP;3624;João Antônio;joao@gmail.com;1016;300-2;13/02/2023
;São Paulo;SP;3624;João Antônio;joao@gmail.com;1023;600-3;14/02/2023
;São Paulo;SP;3458;Eduardo Fernandes;eduardo@gmail.com;1028;310-3;28/12/2022
;São Paulo;SP;3458;Eduardo Fernandes;eduardo@gmail.com;1011;1500-3;18/03/2023
;São Paulo;SP;3458;Eduardo Fernandes;eduardo@gmail.com;1022;180-3;14/03/2022
;São Paulo;SP;3624;João Antônio;joao@gmail.com;1027;2800-2;17/02/2023
;São Paulo;SP;3458;Eduardo Fernandes;eduardo@gmail.com;1027;2800-1;24/10/2023
;São Paulo;SP;3624;João Antônio;joao@gmail.com;1018;240-1;21/02/2023
;São Paulo;SP;3458;Eduardo Fernandes;eduardo@gmail.com;1019;70-3;30/12/2023
;São Paulo;SP;3458;Eduardo Fernandes;eduardo@gmail.com;1024;1200-3;06/02/2022
;São Paulo;SP;3624;João Antônio;joao@gmail.com;1027;2800-2;24/02/2023
;São Paulo;SP;3624;João Antônio;joao@gmail.com;1022;180-1;25/02/2023
;São Paulo;SP;3788;Lucas Mathias;lucas@gmail.com;1024;1200-1;03/03/2023
;São Paulo;SP;3458;Eduardo Fernandes;eduardo@gmail.com;1020;250-2;26/12/2022
;São Paulo;SP;3624;João Antônio;joao@gmail.com;1030;600-1;04/03/2023
;São Paulo;SP;3788;Lucas Mathias;lucas@gmail.com;1017;200-1;08/03/2023
;São Paulo;SP;3788;Lucas Mathias;lucas@gmail.com;1014;2400-3;09/03/2023
;São Paulo;SP;3458;Eduardo Fernandes;eduardo@gmail.com;1018;240-3;11/09/2023
;São Paulo;SP;3458;Eduardo Fernandes;eduardo@gmail.com;1018;240-1;28/07/2023
;São Paulo;SP;3624;João Antônio;joao@gmail.com;1028;310-1;14/03/2023
;São Paulo;SP;3458;Eduardo Fernandes;eduardo@gmail.com;1027;2800-1;13/12/2022
;São Paulo;SP;3788;Lucas Mathias;lucas@gmail.com;1030;600-3;14/03/2023
;São Paulo;SP;3788;Lucas Mathias;lucas@gmail.com;1012;1000-1;22/03/2023
;São Paulo;SP;3624;João Antônio;joao@gmail.com;1012;1000-3;25/03/2023
;São Paulo;SP;3788;Lucas Mathias;lucas@gmail.com;1016;300-1;27/03/2023
;São Paulo;SP;3458;Eduardo Fernandes;eduardo@gmail.com;1028;310-3;04/10/2022
;São Paulo;SP;3624;João Antônio;joao@gmail.com;1021;80-1;28/03/2023
;São Paulo;SP;3624;João Antônio;joao@gmail.com;1026;1500-3;02/04/2023
;São Paulo;SP;3458;Eduardo Fernandes;eduardo@gmail.com;1021;80-1;12/10/2023
;São Paulo;SP;3458;Eduardo Fernandes;eduardo@gmail.com;1025;380-3;18/05/2022
;São Paulo;SP;3624;João Antônio;joao@gmail.com;1030;600-1;06/04/2023
;São Paulo;SP;3788;Lucas Mathias;lucas@gmail.com;1016;300-1;15/04/2023
;São Paulo;SP;3458;Eduardo Fernandes;eduardo@gmail.com;1013;3500-1;26/05/2023
;São Paulo;SP;3788;Lucas Mathias;lucas@gmail.com;1028;310-2;18/04/2023
;São Paulo;SP;3624;João Antônio;joao@gmail.com;1020;250-1;20/04/2023
;São Paulo;SP;3624;João Antônio;joao@gmail.com;1013;3500-3;23/04/2023
;São Paulo;SP;3624;João Antônio;joao@gmail.com;1017;200-3;23/04/2023
;São Paulo;SP;3458;Eduardo Fernandes;eduardo@gmail.com;1015;3000-1;24/09/2023
;São Paulo;SP;3788;Lucas Mathias;lucas@gmail.com;1024;1200-1;23/04/2023
;São Paulo;SP;3788;Lucas Mathias;lucas@gmail.com;1017;200-3;24/04/2023
;São Paulo;SP;3788;Lucas Mathias;lucas@gmail.com;1017;200-2;28/04/2023
;São Paulo;SP;3624;João Antônio;joao@gmail.com;1026;1500-2;01/05/2023
;São Paulo;SP;3458;Eduardo Fernandes;eduardo@gmail.com;1019;70-3;30/05/2023
;São Paulo;SP;3624;João Antônio;joao@gmail.com;1024;1200-1;06/05/2023
;São Paulo;SP;3458;Eduardo Fernandes;eduardo@gmail.com;1025;380-1;12/11/2023
;São Paulo;SP;3458;Eduardo Fernandes;eduardo@gmail.com;1020;250-3;05/07/2022
;São Paulo;SP;3458;Eduardo Fernandes;eduardo@gmail.com;1018;240-3;14/08/2023
;São Paulo;SP;3458;Eduardo Fernandes;eduardo@gmail.com;1021;80-3;20/10/2023
;São Paulo;SP;3624;João Antônio;joao@gmail.com;1018;240-2;07/05/2023
;São Paulo;SP;3624;João Antônio;joao@gmail.com;1027;2800-3;07/05/2023
;São Paulo;SP;3458;Eduardo Fernandes;eduardo@gmail.com;1011;1500-2;14/07/2023
;São Paulo;SP;3458;Eduardo Fernandes;eduardo@gmail.com;1016;300-2;10/12/2023
;São Paulo;SP;3788;Lucas Mathias;lucas@gmail.com;1022;180-3;19/05/2023
;São Paulo;SP;3458;Eduardo Fernandes;eduardo@gmail.com;1014;2400-3;12/01/2022
;São Paulo;SP;3458;Eduardo Fernandes;eduardo@gmail.com;1020;250-2;04/03/2022
;São Paulo;SP;3624;João Antônio;joao@gmail.com;1028;310-1;31/05/2023
;São Paulo;SP;3458;Eduardo Fernandes;eduardo@gmail.com;1020;250-1;03/10/2023
;São Paulo;SP;3788;Lucas Mathias;lucas@gmail.com;1012;1000-3;06/06/2023
;São Paulo;SP;3458;Eduardo Fernandes;eduardo@gmail.com;1029;1900-3;21/04/2023
;São Paulo;SP;3458;Eduardo Fernandes;eduardo@gmail.com;1011;1500-3;10/09/2022
;São Paulo;SP;3458;Eduardo Fernandes;eduardo@gmail.com;1021;80-2;19/03/2022
;São Paulo;SP;3624;João Antônio;joao@gmail.com;1015;3000-1;23/06/2023
;São Paulo;SP;3624;João Antônio;joao@gmail.com;1025;380-3;07/07/2023
;São Paulo;SP;3788;Lucas Mathias;lucas@gmail.com;1027;2800-1;11/07/2023
;São Paulo;SP;3624;João Antônio;joao@gmail.com;1021;80-3;13/07/2023
;São Paulo;SP;3788;Lucas Mathias;lucas@gmail.com;1027;2800-3;15/07/2023
;São Paulo;SP;3624;João Antônio;joao@gmail.com;1014;2400-2;20/07/2023
;São Paulo;SP;3458;Eduardo Fernandes;eduardo@gmail.com;1015;3000-3;07/08/2023
;São Paulo;SP;3788;Lucas Mathias;lucas@gmail.com;1025;380-2;20/07/2023
;São Paulo;SP;3624;João Antônio;joao@gmail.com;1026;1500-2;24/07/2023
;São Paulo;SP;3788;Lucas Mathias;lucas@gmail.com;1030;600-2;24/07/2023
;São Paulo;SP;3788;Lucas Mathias;lucas@gmail.com;1018;240-1;25/07/2023
;São Paulo;SP;3458;Eduardo Fernandes;eduardo@gmail.com;1020;250-3;30/12/2022
;São Paulo;SP;3788;Lucas Mathias;lucas@gmail.com;1022;180-3;28/07/2023
;São Paulo;SP;3624;João Antônio;joao@gmail.com;1011;1500-2;30/07/2023
;São Paulo;SP;3788;Lucas Mathias;lucas@gmail.com;1016;300-3;03/08/2023
;São Paulo;SP;3788;Lucas Mathias;lucas@gmail.com;1018;240-2;04/08/2023
;São Paulo;SP;3788;Lucas Mathias;lucas@gmail.com;1022;180-1;04/08/2023
;São Paulo;SP;3788;Lucas Mathias;lucas@gmail.com;1025;380-2;05/08/2023
;São Paulo;SP;3458;Eduardo Fernandes;eduardo@gmail.com;1021;80-1;21/09/2023
;São Paulo;SP;3788;Lucas Mathias;lucas@gmail.com;1018;240-2;10/08/2023
;São Paulo;SP;3458;Eduardo Fernandes;eduardo@gmail.com;1012;1000-2;01/09/2023
;São Paulo;SP;3788;Lucas Mathias;lucas@gmail.com;1012;1000-1;11/08/2023
;São Paulo;SP;3458;Eduardo Fernandes;eduardo@gmail.com;1020;250-3;18/03/2022
;São Paulo;SP;3624;João Antônio;joao@gmail.com;1012;1000-2;12/08/2023
;São Paulo;SP;3788;Lucas Mathias;lucas@gmail.com;1019;70-3;17/08/2023
;São Paulo;SP;3458;Eduardo Fernandes;eduardo@gmail.com;1025;380-2;25/08/2022
;São Paulo;SP;3788;Lucas Mathias;lucas@gmail.com;1028;310-2;18/08/2023
;São Paulo;SP;3624;João Antônio;joao@gmail.com;1022;180-3;21/08/2023
;São Paulo;SP;3624;João Antônio;joao@gmail.com;1019;70-3;28/08/2023
;São Paulo;SP;3458;Eduardo Fernandes;eduardo@gmail.com;1024;1200-2;17/10/2022
;São Paulo;SP;3624;João Antônio;joao@gmail.com;1025;380-1;03/09/2023
;São Paulo;SP;3624;João Antônio;joao@gmail.com;1012;1000-2;15/09/2023
;São Paulo;SP;3624;João Antônio;joao@gmail.com;1013;3500-3;15/09/2023
;São Paulo;SP;3458;Eduardo Fernandes;eduardo@gmail.com;1028;310-3;18/11/2022
;São Paulo;SP;3624;João Antônio;joao@gmail.com;1027;2800-1;16/09/2023
;São Paulo;SP;3458;Eduardo Fernandes;eduardo@gmail.com;1011;1500-3;21/02/2022
;São Paulo;SP;3624;João Antônio;joao@gmail.com;1028;310-3;20/09/2023
;São Paulo;SP;3788;Lucas Mathias;lucas@gmail.com;1025;380-3;27/09/2023
;São Paulo;SP;3624;João Antônio;joao@gmail.com;1012;1000-1;29/09/2023
;São Paulo;SP;3458;Eduardo Fernandes;eduardo@gmail.com;1012;1000-3;11/06/2023
;São Paulo;SP;3458;Eduardo Fernandes;eduardo@gmail.com;1011;1500-3;19/09/2023
;São Paulo;SP;3624;João Antônio;joao@gmail.com;1014;2400-2;03/10/2023
;São Paulo;SP;3458;Eduardo Fernandes;eduardo@gmail.com;1017;200-1;05/12/2022
;São Paulo;SP;3458;Eduardo Fernandes;eduardo@gmail.com;1017;200-3;22/07/2023
;São Paulo;SP;3458;Eduardo Fernandes;eduardo@gmail.com;1028;310-2;21/03/2023
;São Paulo;SP;3624;João Antônio;joao@gmail.com;1022;180-1;03/10/2023
;São Paulo;SP;3624;João Antônio;joao@gmail.com;1029;1900-1;05/10/2023
;São Paulo;SP;3788;Lucas Mathias;lucas@gmail.com;1017;200-2;06/10/2023
;São Paulo;SP;3624;João Antônio;joao@gmail.com;1017;200-3;10/10/2023
;São Paulo;SP;3458;Eduardo Fernandes;eduardo@gmail.com;1022;180-1;16/10/2023
;São Paulo;SP;3788;Lucas Mathias;lucas@gmail.com;1025;380-2;12/10/2023
;São Paulo;SP;3624;João Antônio;joao@gmail.com;1019;70-2;13/10/2023
;São Paulo;SP;3788;Lucas Mathias;lucas@gmail.com;1014;2400-1;15/10/2023
;São Paulo;SP;3458;Eduardo Fernandes;eduardo@gmail.com;1028;310-1;30/10/2023
;São Paulo;SP;3788;Lucas Mathias;lucas@gmail.com;1019;70-2;18/10/2023
;São Paulo;SP;3458;Eduardo Fernandes;eduardo@gmail.com;1020;250-2;18/08/2022
;São Paulo;SP;3788;Lucas Mathias;lucas@gmail.com;1029;1900-2;23/10/2023
;São Paulo;SP;3624;João Antônio;joao@gmail.com;1013;3500-1;26/10/2023
;São Paulo;SP;3624;João Antônio;joao@gmail.com;1028;310-1;28/10/2023
;São Paulo;SP;3788;Lucas Mathias;lucas@gmail.com;1025;380-1;29/10/2023
;São Paulo;SP;3624;João Antônio;joao@gmail.com;1016;300-1;06/11/2023
;São Paulo;SP;3624;João Antônio;joao@gmail.com;1020;250-1;06/11/2023
;São Paulo;SP;3788;Lucas Mathias;lucas@gmail.com;1021;80-2;08/11/2023
